1.28486  n0	10.6
1.32399  n1	10.6
1.27845  n0	10.7
1.31739  n1	10.7
1.27208  n0	10.8
1.31082  n1	10.8
1.26573  n0	10.9
1.30428  n1	10.9
1.25942  n0	11
1.29777  n1	11
1.25314  n0	11.1
1.2913  n1	11.1
1.24689  n0	11.2
1.28486  n1	11.2
1.24067  n0	11.3
1.27845  n1	11.3
1.23448  n0	11.4
1.27208  n1	11.4
1.22832  n0	11.5
1.26573  n1	11.5
1.2222  n0	11.6
1.25942  n1	11.6
1.2161  n0	11.7
1.25314  n1	11.7
1.21004  n0	11.8
1.24689  n1	11.8
1.204  n0	11.9
1.24067  n1	11.9
1.198  n0	12
1.23448  n1	12
1.19202  n0	12.1
1.22832  n1	12.1
1.18608  n0	12.2
1.2222  n1	12.2
1.18016  n0	12.3
1.2161  n1	12.3
1.17427  n0	12.4
1.21004  n1	12.4
1.16842  n0	12.5
1.204  n1	12.5
1.16259  n0	12.6
1.198  n1	12.6
1.15679  n0	12.7
1.19202  n1	12.7
1.15102  n0	12.8
1.18608  n1	12.8
1.14528  n0	12.9
1.18016  n1	12.9
1.13957  n0	13
1.17427  n1	13
1.13389  n0	13.1
1.16842  n1	13.1
1.12823  n0	13.2
1.16259  n1	13.2
1.1226  n0	13.3
1.15679  n1	13.3
1.117  n0	13.4
1.15102  n1	13.4
1.11143  n0	13.5
1.14528  n1	13.5
1.10589  n0	13.6
1.13957  n1	13.6
1.10037  n0	13.7
1.13389  n1	13.7
1.09489  n0	13.8
1.12823  n1	13.8
1.08943  n0	13.9
1.1226  n1	13.9
1.08399  n0	14
1.117  n1	14
1.07859  n0	14.1
1.11143  n1	14.1
1.07321  n0	14.2
1.10589  n1	14.2
1.06785  n0	14.3
1.10037  n1	14.3
1.06253  n0	14.4
1.09489  n1	14.4
1.05723  n0	14.5
1.08943  n1	14.5
1.05195  n0	14.6
1.08399  n1	14.6
1.04671  n0	14.7
1.07859  n1	14.7
1.04149  n0	14.8
1.07321  n1	14.8
1.03629  n0	14.9
1.06785  n1	14.9
1.03112  n0	15
1.06253  n1	15
1.02598  n0	15.1
1.05723  n1	15.1
1.02086  n0	15.2
1.05195  n1	15.2
1.01577  n0	15.3
1.04671  n1	15.3
1.01071  n0	15.4
1.04149  n1	15.4
1.00567  n0	15.5
1.03629  n1	15.5
1.00065  n0	15.6
1.03112  n1	15.6
0.99566  n0	15.7
1.02598  n1	15.7
0.990694  n0	15.8
1.02086  n1	15.8
0.985753  n0	15.9
1.01577  n1	15.9
0.980836  n0	16
1.01071  n1	16
0.975944  n0	16.1
1.00567  n1	16.1
0.971077  n0	16.2
1.00065  n1	16.2
0.966234  n0	16.3
0.99566  n1	16.3
0.961414  n0	16.4
0.990694  n1	16.4
0.956619  n0	16.5
0.985753  n1	16.5
0.951848  n0	16.6
0.980836  n1	16.6
0.947101  n0	16.7
0.975944  n1	16.7
0.942377  n0	16.8
0.971077  n1	16.8
0.937677  n0	16.9
0.966234  n1	16.9
0.933  n0	17
0.961414  n1	17
0.928347  n0	17.1
0.956619  n1	17.1
0.923717  n0	17.2
0.951848  n1	17.2
0.91911  n0	17.3
0.947101  n1	17.3
0.914526  n0	17.4
0.942377  n1	17.4
0.909964  n0	17.5
0.937677  n1	17.5
0.905426  n0	17.6
0.933  n1	17.6
0.90091  n0	17.7
0.928347  n1	17.7
0.896417  n0	17.8
0.923717  n1	17.8
0.891946  n0	17.9
0.91911  n1	17.9
0.887497  n0	18
0.914526  n1	18
0.883071  n0	18.1
0.909964  n1	18.1
0.878667  n0	18.2
0.905426  n1	18.2
0.874284  n0	18.3
0.90091  n1	18.3
0.869924  n0	18.4
0.896417  n1	18.4
0.865585  n0	18.5
0.891946  n1	18.5
0.861268  n0	18.6
0.887497  n1	18.6
0.856972  n0	18.7
0.883071  n1	18.7
0.852698  n0	18.8
0.878667  n1	18.8
0.848445  n0	18.9
0.874284  n1	18.9
0.844214  n0	19
0.869924  n1	19
0.840003  n0	19.1
0.865585  n1	19.1
0.835814  n0	19.2
0.861268  n1	19.2
0.831645  n0	19.3
0.856972  n1	19.3
0.827497  n0	19.4
0.852698  n1	19.4
0.82337  n0	19.5
0.848445  n1	19.5
0.819263  n0	19.6
0.844214  n1	19.6
0.815177  n0	19.7
0.840003  n1	19.7
0.811112  n0	19.8
0.835814  n1	19.8
0.807066  n0	19.9
0.831645  n1	19.9
0.803041  n0	20
0.827497  n1	20
0.799036  n0	20.1
0.82337  n1	20.1
0.79505  n0	20.2
0.819263  n1	20.2
0.791085  n0	20.3
0.815177  n1	20.3
0.78714  n0	20.4
0.811112  n1	20.4
0.783214  n0	20.5
0.807066  n1	20.5
0.779307  n0	20.6
0.803041  n1	20.6
0.775421  n0	20.7
0.799036  n1	20.7
0.771553  n0	20.8
0.79505  n1	20.8
0.767705  n0	20.9
0.791085  n1	20.9
0.763876  n0	21
0.78714  n1	21
0.760066  n0	21.1
0.783214  n1	21.1
0.756275  n0	21.2
0.779307  n1	21.2
0.752503  n0	21.3
0.775421  n1	21.3
0.74875  n0	21.4
0.771553  n1	21.4
0.745016  n0	21.5
0.767705  n1	21.5
0.7413  n0	21.6
0.763876  n1	21.6
0.737603  n0	21.7
0.760066  n1	21.7
0.733924  n0	21.8
0.756275  n1	21.8
0.730264  n0	21.9
0.752503  n1	21.9
0.726621  n0	22
0.74875  n1	22
0.722997  n0	22.1
0.745016  n1	22.1
0.719391  n0	22.2
0.7413  n1	22.2
0.715803  n0	22.3
0.737603  n1	22.3
0.712233  n0	22.4
0.733924  n1	22.4
0.708681  n0	22.5
0.730264  n1	22.5
0.705147  n0	22.6
0.726621  n1	22.6
0.70163  n0	22.7
0.722997  n1	22.7
0.69813  n0	22.8
0.719391  n1	22.8
0.694648  n0	22.9
0.715803  n1	22.9
0.691184  n0	23
0.712233  n1	23
0.687736  n0	23.1
0.708681  n1	23.1
0.684306  n0	23.2
0.705147  n1	23.2
0.680893  n0	23.3
0.70163  n1	23.3
0.677497  n0	23.4
0.69813  n1	23.4
0.674118  n0	23.5
0.694648  n1	23.5
0.670756  n0	23.6
0.691184  n1	23.6
0.667411  n0	23.7
0.687736  n1	23.7
0.664082  n0	23.8
0.684306  n1	23.8
0.66077  n0	23.9
0.680893  n1	23.9
0.657474  n0	24
0.677497  n1	24
0.654195  n0	24.1
0.674118  n1	24.1
0.650932  n0	24.2
0.670756  n1	24.2
0.647686  n0	24.3
0.667411  n1	24.3
0.644455  n0	24.4
0.664082  n1	24.4
0.641241  n0	24.5
0.66077  n1	24.5
0.638043  n0	24.6
0.657474  n1	24.6
0.634861  n0	24.7
0.654195  n1	24.7
0.631694  n0	24.8
0.650932  n1	24.8
0.628544  n0	24.9
0.647686  n1	24.9
0.625409  n0	25
0.644455  n1	25
0.62229  n0	25.1
0.641241  n1	25.1
0.619186  n0	25.2
0.638043  n1	25.2
0.616098  n0	25.3
0.634861  n1	25.3
0.613025  n0	25.4
0.631694  n1	25.4
0.609967  n0	25.5
0.628544  n1	25.5
0.606925  n0	25.6
0.625409  n1	25.6
0.603898  n0	25.7
0.62229  n1	25.7
0.600886  n0	25.8
0.619186  n1	25.8
0.597889  n0	25.9
0.616098  n1	25.9
0.594907  n0	26
0.613025  n1	26
0.59194  n0	26.1
0.609967  n1	26.1
0.588988  n0	26.2
0.606925  n1	26.2
0.58605  n0	26.3
0.603898  n1	26.3
0.583127  n0	26.4
0.600886  n1	26.4
0.580219  n0	26.5
0.597889  n1	26.5
0.577325  n0	26.6
0.594907  n1	26.6
0.574446  n0	26.7
0.59194  n1	26.7
0.571581  n0	26.8
0.588988  n1	26.8
0.56873  n0	26.9
0.58605  n1	26.9
0.565893  n0	27
0.583127  n1	27
0.563071  n0	27.1
0.580219  n1	27.1
0.560263  n0	27.2
0.577325  n1	27.2
0.557468  n0	27.3
0.574446  n1	27.3
0.554688  n0	27.4
0.571581  n1	27.4
0.551921  n0	27.5
0.56873  n1	27.5
0.549169  n0	27.6
0.565893  n1	27.6
0.54643  n0	27.7
0.563071  n1	27.7
0.543704  n0	27.8
0.560263  n1	27.8
0.540993  n0	27.9
0.557468  n1	27.9
0.538294  n0	28
0.554688  n1	28
0.53561  n0	28.1
0.551921  n1	28.1
0.532938  n0	28.2
0.549169  n1	28.2
0.53028  n0	28.3
0.54643  n1	28.3
0.527635  n0	28.4
0.543704  n1	28.4
0.525004  n0	28.5
0.540993  n1	28.5
0.522385  n0	28.6
0.538294  n1	28.6
0.51978  n0	28.7
0.53561  n1	28.7
0.517188  n0	28.8
0.532938  n1	28.8
0.514608  n0	28.9
0.53028  n1	28.9
0.512041  n0	29
0.527635  n1	29
0.509488  n0	29.1
0.525004  n1	29.1
0.506947  n0	29.2
0.522385  n1	29.2
0.504418  n0	29.3
0.51978  n1	29.3
0.501902  n0	29.4
0.517188  n1	29.4
0.499399  n0	29.5
0.514608  n1	29.5
0.496908  n0	29.6
0.512041  n1	29.6
0.49443  n0	29.7
0.509488  n1	29.7
0.491964  n0	29.8
0.506947  n1	29.8
0.48951  n0	29.9
0.504418  n1	29.9
0.487069  n0	30
0.501902  n1	30
0.48464  n0	30.1
0.499399  n1	30.1
0.482222  n0	30.2
0.496908  n1	30.2
0.479817  n0	30.3
0.49443  n1	30.3
0.477424  n0	30.4
0.491964  n1	30.4
0.475043  n0	30.5
0.48951  n1	30.5
0.472674  n0	30.6
0.487069  n1	30.6
0.470316  n0	30.7
0.48464  n1	30.7
0.467971  n0	30.8
0.482222  n1	30.8
0.465637  n0	30.9
0.479817  n1	30.9
0.463314  n0	31
0.477424  n1	31
0.461003  n0	31.1
0.475043  n1	31.1
0.458704  n0	31.2
0.472674  n1	31.2
0.456416  n0	31.3
0.470316  n1	31.3
0.45414  n0	31.4
0.467971  n1	31.4
0.451875  n0	31.5
0.465637  n1	31.5
0.449621  n0	31.6
0.463314  n1	31.6
0.447379  n0	31.7
0.461003  n1	31.7
0.445147  n0	31.8
0.458704  n1	31.8
0.442927  n0	31.9
0.456416  n1	31.9
0.440718  n0	32
0.45414  n1	32
0.43852  n0	32.1
0.451875  n1	32.1
0.436333  n0	32.2
0.449621  n1	32.2
0.434157  n0	32.3
0.447379  n1	32.3
0.431991  n0	32.4
0.445147  n1	32.4
0.429837  n0	32.5
0.442927  n1	32.5
0.427693  n0	32.6
0.440718  n1	32.6
0.42556  n0	32.7
0.43852  n1	32.7
0.423437  n0	32.8
0.436333  n1	32.8
0.421325  n0	32.9
0.434157  n1	32.9
0.419224  n0	33
0.431991  n1	33
0.417133  n0	33.1
0.429837  n1	33.1
0.415053  n0	33.2
0.427693  n1	33.2
0.412983  n0	33.3
0.42556  n1	33.3
0.410923  n0	33.4
0.423437  n1	33.4
0.408873  n0	33.5
0.421325  n1	33.5
0.406834  n0	33.6
0.419224  n1	33.6
0.404805  n0	33.7
0.417133  n1	33.7
0.402786  n0	33.8
0.415053  n1	33.8
0.400777  n0	33.9
0.412983  n1	33.9
0.398778  n0	34
0.410923  n1	34
0.396789  n0	34.1
0.408873  n1	34.1
0.39481  n0	34.2
0.406834  n1	34.2
0.392841  n0	34.3
0.404805  n1	34.3
0.390882  n0	34.4
0.402786  n1	34.4
0.388932  n0	34.5
0.400777  n1	34.5
0.386993  n0	34.6
0.398778  n1	34.6
0.385062  n0	34.7
0.396789  n1	34.7
0.383142  n0	34.8
0.39481  n1	34.8
0.381231  n0	34.9
0.392841  n1	34.9
0.37933  n0	35
0.390882  n1	35
0.377438  n0	35.1
0.388932  n1	35.1
0.375555  n0	35.2
0.386993  n1	35.2
0.373682  n0	35.3
0.385062  n1	35.3
0.371818  n0	35.4
0.383142  n1	35.4
0.369964  n0	35.5
0.381231  n1	35.5
0.368119  n0	35.6
0.37933  n1	35.6
0.366283  n0	35.7
0.377438  n1	35.7
0.364456  n0	35.8
0.375555  n1	35.8
0.362638  n0	35.9
0.373682  n1	35.9
0.36083  n0	36
0.371818  n1	36
0.35903  n0	36.1
0.369964  n1	36.1
0.357239  n0	36.2
0.368119  n1	36.2
0.355457  n0	36.3
0.366283  n1	36.3
0.353685  n0	36.4
0.364456  n1	36.4
0.351921  n0	36.5
0.362638  n1	36.5
0.350165  n0	36.6
0.36083  n1	36.6
0.348419  n0	36.7
0.35903  n1	36.7
0.346681  n0	36.8
0.357239  n1	36.8
0.344952  n0	36.9
0.355457  n1	36.9
0.343232  n0	37
0.353685  n1	37
0.34152  n0	37.1
0.351921  n1	37.1
0.339816  n0	37.2
0.350165  n1	37.2
0.338122  n0	37.3
0.348419  n1	37.3
0.336435  n0	37.4
0.346681  n1	37.4
0.334757  n0	37.5
0.344952  n1	37.5
0.333088  n0	37.6
0.343232  n1	37.6
0.331426  n0	37.7
0.34152  n1	37.7
0.329773  n0	37.8
0.339816  n1	37.8
0.328129  n0	37.9
0.338122  n1	37.9
0.326492  n0	38
0.336435  n1	38
0.324864  n0	38.1
0.334757  n1	38.1
0.323243  n0	38.2
0.333088  n1	38.2
0.321631  n0	38.3
0.331426  n1	38.3
0.320027  n0	38.4
0.329773  n1	38.4
0.318431  n0	38.5
0.328129  n1	38.5
0.316843  n0	38.6
0.326492  n1	38.6
0.315262  n0	38.7
0.324864  n1	38.7
0.31369  n0	38.8
0.323243  n1	38.8
0.312126  n0	38.9
0.321631  n1	38.9
0.310569  n0	39
0.320027  n1	39
0.30902  n0	39.1
0.318431  n1	39.1
0.307479  n0	39.2
0.316843  n1	39.2
0.305945  n0	39.3
0.315262  n1	39.3
0.304419  n0	39.4
0.31369  n1	39.4
0.302901  n0	39.5
0.312126  n1	39.5
0.30139  n0	39.6
0.310569  n1	39.6
0.299887  n0	39.7
0.30902  n1	39.7
0.298391  n0	39.8
0.307479  n1	39.8
0.296903  n0	39.9
0.305945  n1	39.9
0.295422  n0	40
0.304419  n1	40
0.293949  n0	40.1
0.302901  n1	40.1
0.292483  n0	40.2
0.30139  n1	40.2
0.291024  n0	40.3
0.299887  n1	40.3
0.289572  n0	40.4
0.298391  n1	40.4
0.288128  n0	40.5
0.296903  n1	40.5
0.286691  n0	40.6
0.295422  n1	40.6
0.285261  n0	40.7
0.293949  n1	40.7
0.283839  n0	40.8
0.292483  n1	40.8
0.282423  n0	40.9
0.291024  n1	40.9
0.281014  n0	41
0.289572  n1	41
0.279613  n0	41.1
0.288128  n1	41.1
0.278218  n0	41.2
0.286691  n1	41.2
0.276831  n0	41.3
0.285261  n1	41.3
0.27545  n0	41.4
0.283839  n1	41.4
0.274076  n0	41.5
0.282423  n1	41.5
0.272709  n0	41.6
0.281014  n1	41.6
0.271349  n0	41.7
0.279613  n1	41.7
0.269996  n0	41.8
0.278218  n1	41.8
0.268649  n0	41.9
0.276831  n1	41.9
0.267309  n0	42
0.27545  n1	42
0.265976  n0	42.1
0.274076  n1	42.1
0.264649  n0	42.2
0.272709  n1	42.2
0.263329  n0	42.3
0.271349  n1	42.3
0.262016  n0	42.4
0.269996  n1	42.4
0.260709  n0	42.5
0.268649  n1	42.5
0.259409  n0	42.6
0.267309  n1	42.6
0.258115  n0	42.7
0.265976  n1	42.7
0.256828  n0	42.8
0.264649  n1	42.8
0.255547  n0	42.9
0.263329  n1	42.9
0.254272  n0	43
0.262016  n1	43
0.253004  n0	43.1
0.260709  n1	43.1
0.251742  n0	43.2
0.259409  n1	43.2
0.250487  n0	43.3
0.258115  n1	43.3
0.249237  n0	43.4
0.256828  n1	43.4
0.247994  n0	43.5
0.255547  n1	43.5
0.246757  n0	43.6
0.254272  n1	43.6
0.245527  n0	43.7
0.253004  n1	43.7
0.244302  n0	43.8
0.251742  n1	43.8
0.243084  n0	43.9
0.250487  n1	43.9
0.241871  n0	44
0.249237  n1	44
0.240665  n0	44.1
0.247994  n1	44.1
0.239465  n0	44.2
0.246757  n1	44.2
0.23827  n0	44.3
0.245527  n1	44.3
0.237082  n0	44.4
0.244302  n1	44.4
0.235899  n0	44.5
0.243084  n1	44.5
0.234723  n0	44.6
0.241871  n1	44.6
0.233552  n0	44.7
0.240665  n1	44.7
0.232387  n0	44.8
0.239465  n1	44.8
0.231228  n0	44.9
0.23827  n1	44.9
0.230075  n0	45
0.237082  n1	45
0.228928  n0	45.1
0.235899  n1	45.1
0.227786  n0	45.2
0.234723  n1	45.2
0.22665  n0	45.3
0.233552  n1	45.3
0.225519  n0	45.4
0.232387  n1	45.4
0.224394  n0	45.5
0.231228  n1	45.5
0.223275  n0	45.6
0.230075  n1	45.6
0.222162  n0	45.7
0.228928  n1	45.7
0.221054  n0	45.8
0.227786  n1	45.8
0.219951  n0	45.9
0.22665  n1	45.9
0.218854  n0	46
0.225519  n1	46
0.217763  n0	46.1
0.224394  n1	46.1
0.216677  n0	46.2
0.223275  n1	46.2
0.215596  n0	46.3
0.222162  n1	46.3
0.214521  n0	46.4
0.221054  n1	46.4
0.213451  n0	46.5
0.219951  n1	46.5
0.212386  n0	46.6
0.218854  n1	46.6
0.211327  n0	46.7
0.217763  n1	46.7
0.210273  n0	46.8
0.216677  n1	46.8
0.209224  n0	46.9
0.215596  n1	46.9
0.208181  n0	47
0.214521  n1	47
0.207142  n0	47.1
0.213451  n1	47.1
0.206109  n0	47.2
0.212386  n1	47.2
0.205081  n0	47.3
0.211327  n1	47.3
0.204058  n0	47.4
0.210273  n1	47.4
0.203041  n0	47.5
0.209224  n1	47.5
0.202028  n0	47.6
0.208181  n1	47.6
0.20102  n0	47.7
0.207142  n1	47.7
0.200018  n0	47.8
0.206109  n1	47.8
0.19902  n0	47.9
0.205081  n1	47.9
0.198027  n0	48
0.204058  n1	48
0.19704  n0	48.1
0.203041  n1	48.1
0.196057  n0	48.2
0.202028  n1	48.2
0.195079  n0	48.3
0.20102  n1	48.3
0.194106  n0	48.4
0.200018  n1	48.4
0.193138  n0	48.5
0.19902  n1	48.5
0.192175  n0	48.6
0.198027  n1	48.6
0.191216  n0	48.7
0.19704  n1	48.7
0.190263  n0	48.8
0.196057  n1	48.8
0.189314  n0	48.9
0.195079  n1	48.9
0.18837  n0	49
0.194106  n1	49
0.18743  n0	49.1
0.193138  n1	49.1
0.186495  n0	49.2
0.192175  n1	49.2
0.185565  n0	49.3
0.191216  n1	49.3
0.18464  n0	49.4
0.190263  n1	49.4
0.183719  n0	49.5
0.189314  n1	49.5
0.182802  n0	49.6
0.18837  n1	49.6
0.181891  n0	49.7
0.18743  n1	49.7
0.180983  n0	49.8
0.186495  n1	49.8
0.180081  n0	49.9
0.185565  n1	49.9
0.179183  n0	50
0.18464  n1	50
0.178289  n0	50.1
0.183719  n1	50.1
0.1774  n0	50.2
0.182802  n1	50.2
0.176515  n0	50.3
0.181891  n1	50.3
0.175635  n0	50.4
0.180983  n1	50.4
0.174759  n0	50.5
0.180081  n1	50.5
0.173887  n0	50.6
0.179183  n1	50.6
0.17302  n0	50.7
0.178289  n1	50.7
0.172157  n0	50.8
0.1774  n1	50.8
0.171298  n0	50.9
0.176515  n1	50.9
0.170444  n0	51
0.175635  n1	51
0.169594  n0	51.1
0.174759  n1	51.1
0.168748  n0	51.2
0.173887  n1	51.2
0.167906  n0	51.3
0.17302  n1	51.3
0.167069  n0	51.4
0.172157  n1	51.4
0.166236  n0	51.5
0.171298  n1	51.5
0.165406  n0	51.6
0.170444  n1	51.6
0.164581  n0	51.7
0.169594  n1	51.7
0.163761  n0	51.8
0.168748  n1	51.8
0.162944  n0	51.9
0.167906  n1	51.9
0.162131  n0	52
0.167069  n1	52
0.161323  n0	52.1
0.166236  n1	52.1
0.160518  n0	52.2
0.165406  n1	52.2
0.159717  n0	52.3
0.164581  n1	52.3
0.158921  n0	52.4
0.163761  n1	52.4
0.158128  n0	52.5
0.162944  n1	52.5
0.157339  n0	52.6
0.162131  n1	52.6
0.156555  n0	52.7
0.161323  n1	52.7
0.155774  n0	52.8
0.160518  n1	52.8
0.154997  n0	52.9
0.159717  n1	52.9
0.154224  n0	53
0.158921  n1	53
0.153455  n0	53.1
0.158128  n1	53.1
0.152689  n0	53.2
0.157339  n1	53.2
0.151928  n0	53.3
0.156555  n1	53.3
0.15117  n0	53.4
0.155774  n1	53.4
0.150416  n0	53.5
0.154997  n1	53.5
0.149666  n0	53.6
0.154224  n1	53.6
0.148919  n0	53.7
0.153455  n1	53.7
0.148177  n0	53.8
0.152689  n1	53.8
0.147438  n0	53.9
0.151928  n1	53.9
0.146702  n0	54
0.15117  n1	54
0.145971  n0	54.1
0.150416  n1	54.1
0.145243  n0	54.2
0.149666  n1	54.2
0.144518  n0	54.3
0.148919  n1	54.3
0.143797  n0	54.4
0.148177  n1	54.4
0.14308  n0	54.5
0.147438  n1	54.5
0.142367  n0	54.6
0.146702  n1	54.6
0.141657  n0	54.7
0.145971  n1	54.7
0.14095  n0	54.8
0.145243  n1	54.8
0.140247  n0	54.9
0.144518  n1	54.9
0.139548  n0	55
0.143797  n1	55
0.138852  n0	55.1
0.14308  n1	55.1
0.138159  n0	55.2
0.142367  n1	55.2
0.13747  n0	55.3
0.141657  n1	55.3
0.136784  n0	55.4
0.14095  n1	55.4
0.136102  n0	55.5
0.140247  n1	55.5
0.135423  n0	55.6
0.139548  n1	55.6
0.134748  n0	55.7
0.138852  n1	55.7
0.134076  n0	55.8
0.138159  n1	55.8
0.133407  n0	55.9
0.13747  n1	55.9
0.132742  n0	56
0.136784  n1	56
0.13208  n0	56.1
0.136102  n1	56.1
0.131421  n0	56.2
0.135423  n1	56.2
0.130765  n0	56.3
0.134748  n1	56.3
0.130113  n0	56.4
0.134076  n1	56.4
0.129464  n0	56.5
0.133407  n1	56.5
0.128819  n0	56.6
0.132742  n1	56.6
0.128176  n0	56.7
0.13208  n1	56.7
0.127537  n0	56.8
0.131421  n1	56.8
0.126901  n0	56.9
0.130765  n1	56.9
0.126268  n0	57
0.130113  n1	57
0.125638  n0	57.1
0.129464  n1	57.1
0.125011  n0	57.2
0.128819  n1	57.2
0.124388  n0	57.3
0.128176  n1	57.3
0.123768  n0	57.4
0.127537  n1	57.4
0.12315  n0	57.5
0.126901  n1	57.5
0.122536  n0	57.6
0.126268  n1	57.6
0.121925  n0	57.7
0.125638  n1	57.7
0.121317  n0	57.8
0.125011  n1	57.8
0.120712  n0	57.9
0.124388  n1	57.9
0.12011  n0	58
0.123768  n1	58
0.119511  n0	58.1
0.12315  n1	58.1
0.118915  n0	58.2
0.122536  n1	58.2
0.118322  n0	58.3
0.121925  n1	58.3
0.117731  n0	58.4
0.121317  n1	58.4
0.117144  n0	58.5
0.120712  n1	58.5
0.11656  n0	58.6
0.12011  n1	58.6
0.115979  n0	58.7
0.119511  n1	58.7
0.1154  n0	58.8
0.118915  n1	58.8
0.114825  n0	58.9
0.118322  n1	58.9
0.114252  n0	59
0.117731  n1	59
0.113682  n0	59.1
0.117144  n1	59.1
0.113115  n0	59.2
0.11656  n1	59.2
0.112551  n0	59.3
0.115979  n1	59.3
0.11199  n0	59.4
0.1154  n1	59.4
0.111431  n0	59.5
0.114825  n1	59.5
0.110875  n0	59.6
0.114252  n1	59.6
0.110322  n0	59.7
0.113682  n1	59.7
0.109772  n0	59.8
0.113115  n1	59.8
